Application,ProcessID,SwapChainAddress,Runtime,SyncInterval,PresentFlags,Dropped,TimeInSeconds,msInPresentAPI,msBetweenPresents,AllowsTearing,PresentMode,msUntilRenderComplete,msUntilDisplayed,msBetweenDisplayChange,msFlipDelay,msUntilRenderStart,msGPUActive,msSinceInput
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.06657740000000,0.07830000000000,6.36280000000000,1,Hardware: Independent Flip,7.72220000000000,7.72220000000000,6.13830000000000,0.00000000000000,1.58390000000000,6.12890000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.07303210000000,0.09810000000000,6.45470000000000,1,Hardware: Independent Flip,7.28010000000000,7.28010000000000,6.01260000000000,0.00000000000000,1.26750000000000,6.00300000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.07954470000000,0.07310000000000,6.51260000000000,1,Hardware: Independent Flip,6.88080000000000,6.88080000000000,6.11330000000000,0.00000000000000,0.76750000000000,6.10400000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.08544030000000,0.07540000000000,5.89560000000000,1,Hardware: Independent Flip,7.27450000000000,7.27450000000000,6.28930000000000,0.00000000000000,0.98520000000000,6.27660000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.09172760000000,0.07380000000000,6.28730000000000,1,Hardware: Independent Flip,7.07250000000000,7.07250000000000,6.08530000000000,0.00000000000000,0.98720000000000,6.07680000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.09776790000000,0.07310000000000,6.04030000000000,1,Hardware: Independent Flip,7.27760000000000,7.27760000000000,6.24540000000000,0.00000000000000,1.03220000000000,6.23140000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.10414360000000,0.07430000000000,6.37570000000000,1,Hardware: Independent Flip,7.05310000000000,7.05310000000000,6.15120000000000,0.00000000000000,0.90190000000000,6.14140000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.11022610000000,0.07290000000000,6.08250000000000,1,Hardware: Independent Flip,6.96540000000000,6.96540000000000,5.99480000000000,0.00000000000000,0.97060000000000,5.98410000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.11640780000000,0.07030000000000,6.18170000000000,1,Hardware: Independent Flip,7.11830000000000,7.11830000000000,6.33460000000000,0.00000000000000,0.78370000000000,6.32440000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.12314000000000,0.09620000000000,6.73220000000000,1,Hardware: Independent Flip,6.70120000000000,6.70120000000000,6.31510000000000,0.00000000000000,0.38610000000000,6.30490000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.12895590000000,0.08000000000000,5.81590000000000,1,Hardware: Independent Flip,6.98890000000000,6.98890000000000,6.10360000000000,0.00000000000000,0.88530000000000,6.09000000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.13555470000000,0.08310000000000,6.59880000000000,1,Hardware: Independent Flip,6.68680000000000,6.68680000000000,6.29670000000000,0.00000000000000,0.39010000000000,6.28760000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.14111800000000,0.07950000000000,5.56330000000000,1,Hardware: Independent Flip,7.40590000000000,7.40590000000000,6.28240000000000,0.00000000000000,1.12350000000000,6.27360000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.14735290000000,0.09590000000000,6.23490000000000,1,Hardware: Independent Flip,7.36290000000000,7.36290000000000,6.19190000000000,0.00000000000000,1.17100000000000,6.18350000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.15324070000000,0.07880000000000,5.88780000000000,1,Hardware: Independent Flip,7.64920000000000,7.64920000000000,6.17410000000000,0.00000000000000,1.47510000000000,6.16540000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.15964550000000,0.07890000000000,6.40480000000000,1,Hardware: Independent Flip,7.41950000000000,7.41950000000000,6.17510000000000,0.00000000000000,1.24440000000000,6.16400000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.16622610000000,0.08040000000000,6.58060000000000,1,Hardware: Independent Flip,7.00880000000000,7.00880000000000,6.16990000000000,0.00000000000000,0.83890000000000,6.15830000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.17227770000000,0.07530000000000,6.05160000000000,1,Hardware: Independent Flip,7.18750000000000,7.18750000000000,6.23030000000000,0.00000000000000,0.95720000000000,6.22010000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.17876890000000,0.07840000000000,6.49120000000000,1,Hardware: Independent Flip,6.75970000000000,6.75970000000000,6.06340000000000,0.00000000000000,0.69630000000000,6.05350000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.18525370000000,0.10840000000000,6.48480000000000,1,Hardware: Independent Flip,6.36380000000000,6.36380000000000,6.08890000000000,0.00000000000000,0.27490000000000,6.07500000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.19136770000000,0.11510000000000,6.11400000000000,1,Hardware: Independent Flip,6.47860000000000,6.47860000000000,6.22880000000000,0.00000000000000,0.24980000000000,6.21270000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.19750180000000,0.09110000000000,6.13410000000000,1,Hardware: Independent Flip,6.46790000000000,6.46790000000000,6.12340000000000,0.00000000000000,0.34450000000000,6.11330000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.20331490000000,0.07760000000000,5.81310000000000,1,Hardware: Independent Flip,6.69320000000000,6.69320000000000,6.03840000000000,0.00000000000000,0.65480000000000,6.02860000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.20929800000000,0.08240000000000,5.98310000000000,1,Hardware: Independent Flip,6.91610000000000,6.91610000000000,6.20600000000000,0.00000000000000,0.71010000000000,6.19510000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.21687950000000,0.08910000000000,7.58150000000000,1,Hardware: Independent Flip,5.46560000000000,5.46560000000000,6.13100000000000,0.00000000000000,-0.66540000000000,6.11820000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.22158260000000,0.07770000000000,4.70310000000000,1,Hardware: Independent Flip,6.86700000000000,6.86700000000000,6.10450000000000,0.00000000000000,0.76250000000000,6.08770000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.22778470000000,0.07290000000000,6.20210000000000,1,Hardware: Independent Flip,6.91190000000000,6.91190000000000,6.24700000000000,0.00000000000000,0.66490000000000,6.23530000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.23395210000000,0.08010000000000,6.16740000000000,1,Hardware: Independent Flip,6.83410000000000,6.83410000000000,6.08960000000000,0.00000000000000,0.74450000000000,6.07790000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.23988510000000,0.07750000000000,5.93300000000000,1,Hardware: Independent Flip,6.93720000000000,6.93720000000000,6.03610000000000,0.00000000000000,0.90110000000000,6.02600000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.24593740000000,0.07660000000000,6.05230000000000,1,Hardware: Independent Flip,6.98540000000000,6.98540000000000,6.10050000000000,0.00000000000000,0.88490000000000,6.08830000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.25197310000000,0.08200000000000,6.03570000000000,1,Hardware: Independent Flip,7.03970000000000,7.03970000000000,6.09000000000000,0.00000000000000,0.94970000000000,6.07930000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.25823560000000,0.07980000000000,6.26250000000000,1,Hardware: Independent Flip,6.83060000000000,6.83060000000000,6.05340000000000,0.00000000000000,0.77720000000000,6.03880000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.26463980000000,0.16340000000000,6.40420000000000,1,Hardware: Independent Flip,6.68080000000000,6.68080000000000,6.25440000000000,0.00000000000000,0.42640000000000,6.24420000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.27039200000000,0.07470000000000,5.75220000000000,1,Hardware: Independent Flip,7.20750000000000,7.20750000000000,6.27890000000000,0.00000000000000,0.92860000000000,6.26830000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.27654230000000,0.07850000000000,6.15030000000000,1,Hardware: Independent Flip,7.06560000000000,7.06560000000000,6.00840000000000,0.00000000000000,1.05720000000000,5.99880000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.28250630000000,0.07410000000000,5.96400000000000,1,Hardware: Independent Flip,7.46200000000000,7.46200000000000,6.36040000000000,0.00000000000000,1.10160000000000,6.35020000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.28888320000000,0.07990000000000,6.37690000000000,1,Hardware: Independent Flip,7.31700000000000,7.31700000000000,6.23190000000000,0.00000000000000,1.08510000000000,6.22010000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.29507870000000,0.09730000000000,6.19550000000000,1,Hardware: Independent Flip,7.23210000000000,7.23210000000000,6.11060000000000,0.00000000000000,1.12150000000000,6.10050000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.30127130000000,0.08080000000000,6.19260000000000,1,Hardware: Independent Flip,7.10130000000000,7.10130000000000,6.06180000000000,0.00000000000000,1.03950000000000,6.05300000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.30722100000000,0.09460000000000,5.94970000000000,1,Hardware: Independent Flip,7.23560000000000,7.23560000000000,6.08400000000000,0.00000000000000,1.15160000000000,6.07410000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.31355200000000,0.07370000000000,6.33100000000000,1,Hardware: Independent Flip,6.96640000000000,6.96640000000000,6.06180000000000,0.00000000000000,0.90460000000000,6.05040000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.31981460000000,0.07520000000000,6.26260000000000,1,Hardware: Independent Flip,6.87450000000000,6.87450000000000,6.17070000000000,0.00000000000000,0.70380000000000,6.16020000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.32577860000000,0.09550000000000,5.96400000000000,1,Hardware: Independent Flip,7.02540000000000,7.02540000000000,6.11490000000000,0.00000000000000,0.91050000000000,6.10100000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.33207790000000,0.07610000000000,6.29930000000000,1,Hardware: Independent Flip,6.85800000000000,6.85800000000000,6.13190000000000,0.00000000000000,0.72610000000000,6.12170000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.33844790000000,0.07990000000000,6.37000000000000,1,Hardware: Independent Flip,6.73040000000000,6.73040000000000,6.24240000000000,0.00000000000000,0.48800000000000,6.23190000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.34464420000000,0.07650000000000,6.19630000000000,1,Hardware: Independent Flip,6.66390000000000,6.66390000000000,6.12980000000000,0.00000000000000,0.53410000000000,6.11860000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.35069040000000,0.07860000000000,6.04620000000000,1,Hardware: Independent Flip,6.71040000000000,6.71040000000000,6.09270000000000,0.00000000000000,0.61770000000000,6.08150000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.35666730000000,0.07290000000000,5.97690000000000,1,Hardware: Independent Flip,6.87780000000000,6.87780000000000,6.14430000000000,0.00000000000000,0.73350000000000,6.13480000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.36283250000000,0.07310000000000,6.16520000000000,1,Hardware: Independent Flip,6.89040000000000,6.89040000000000,6.17780000000000,0.00000000000000,0.71260000000000,6.16330000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.37044960000000,0.08100000000000,7.61710000000000,1,Hardware: Independent Flip,5.36330000000000,5.36330000000000,6.09000000000000,0.00000000000000,-0.72670000000000,6.07780000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.37515930000000,0.07890000000000,4.70970000000000,1,Hardware: Independent Flip,6.80020000000000,6.80020000000000,6.14660000000000,0.00000000000000,0.65360000000000,6.13430000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.38138620000000,0.09790000000000,6.22690000000000,1,Hardware: Independent Flip,6.62330000000000,6.62330000000000,6.05000000000000,0.00000000000000,0.57330000000000,6.03980000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.38685740000000,0.08390000000000,5.47120000000000,1,Hardware: Independent Flip,7.22260000000000,7.22260000000000,6.07050000000000,0.00000000000000,1.15210000000000,6.06000000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.39315180000000,0.07780000000000,6.29440000000000,1,Hardware: Independent Flip,7.06740000000000,7.06740000000000,6.13920000000000,0.00000000000000,0.92820000000000,6.12840000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.39928840000000,0.08340000000000,6.13660000000000,1,Hardware: Independent Flip,6.92250000000000,6.92250000000000,5.99170000000000,0.00000000000000,0.93080000000000,5.98210000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.40532300000000,0.07790000000000,6.03460000000000,1,Hardware: Independent Flip,7.00920000000000,7.00920000000000,6.12130000000000,0.00000000000000,0.88790000000000,6.10830000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.41186430000000,0.08170000000000,6.54130000000000,1,Hardware: Independent Flip,6.62730000000000,6.62730000000000,6.15940000000000,0.00000000000000,0.46790000000000,6.15050000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.41751190000000,0.07290000000000,5.64760000000000,1,Hardware: Independent Flip,7.08860000000000,7.08860000000000,6.10890000000000,0.00000000000000,0.97970000000000,6.09230000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.42448720000000,0.28920000000000,6.97530000000000,1,Hardware: Independent Flip,6.23450000000000,6.23450000000000,6.12120000000000,0.00000000000000,0.11330000000000,6.10920000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.43027560000000,0.07990000000000,5.78840000000000,1,Hardware: Independent Flip,6.81620000000000,6.81620000000000,6.37010000000000,0.00000000000000,0.44610000000000,6.35530000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.43607120000000,0.07850000000000,5.79560000000000,1,Hardware: Independent Flip,7.07720000000000,7.07720000000000,6.05660000000000,0.00000000000000,1.02060000000000,6.04470000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.44221230000000,0.07410000000000,6.14110000000000,1,Hardware: Independent Flip,7.02060000000000,7.02060000000000,6.08450000000000,0.00000000000000,0.93610000000000,6.07380000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.44839200000000,0.07430000000000,6.17970000000000,1,Hardware: Independent Flip,7.08540000000000,7.08540000000000,6.24450000000000,0.00000000000000,0.84090000000000,6.23530000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.45452910000000,0.07350000000000,6.13710000000000,1,Hardware: Independent Flip,7.26110000000000,7.26110000000000,6.31280000000000,0.00000000000000,0.94830000000000,6.29820000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.46043970000000,0.07550000000000,5.91060000000000,1,Hardware: Independent Flip,7.56010000000000,7.56010000000000,6.20960000000000,0.00000000000000,1.35050000000000,6.20100000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.46659880000000,0.08630000000000,6.15910000000000,1,Hardware: Independent Flip,7.68430000000000,7.68430000000000,6.28330000000000,0.00000000000000,1.40100000000000,6.27310000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.47335450000000,0.07340000000000,6.75570000000000,1,Hardware: Independent Flip,7.13020000000000,7.13020000000000,6.20160000000000,0.00000000000000,0.92860000000000,6.19220000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.47953890000000,0.07420000000000,6.18440000000000,1,Hardware: Independent Flip,7.16840000000000,7.16840000000000,6.22260000000000,0.00000000000000,0.94580000000000,6.21340000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.48584210000000,0.07250000000000,6.30320000000000,1,Hardware: Independent Flip,7.00070000000000,7.00070000000000,6.13550000000000,0.00000000000000,0.86520000000000,6.12170000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.49235840000000,0.07430000000000,6.51630000000000,1,Hardware: Independent Flip,6.63730000000000,6.63730000000000,6.15290000000000,0.00000000000000,0.48440000000000,6.14230000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.49835580000000,0.07250000000000,5.99740000000000,1,Hardware: Independent Flip,6.78730000000000,6.78730000000000,6.14740000000000,0.00000000000000,0.63990000000000,6.13820000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.50485700000000,0.08900000000000,6.50120000000000,1,Hardware: Independent Flip,6.45850000000000,6.45850000000000,6.17240000000000,0.00000000000000,0.28610000000000,6.16160000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.51094500000000,0.07870000000000,6.08800000000000,1,Hardware: Independent Flip,6.61270000000000,6.61270000000000,6.24220000000000,0.00000000000000,0.37050000000000,6.23250000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.51926240000000,0.11300000000000,8.31740000000000,1,Hardware: Independent Flip,5.31540000000000,5.31540000000000,7.02010000000000,0.00000000000000,-1.70470000000000,6.17450000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.52387090000000,0.07810000000000,4.60850000000000,1,Hardware: Independent Flip,6.78600000000000,6.78600000000000,6.07910000000000,0.00000000000000,0.70690000000000,6.06910000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.52919840000000,0.07620000000000,5.32750000000000,1,Hardware: Independent Flip,7.53890000000000,7.53890000000000,6.08040000000000,0.00000000000000,1.45850000000000,6.07110000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.53518610000000,0.07830000000000,5.98770000000000,1,Hardware: Independent Flip,7.82210000000000,7.82210000000000,6.27090000000000,0.00000000000000,1.55120000000000,6.26250000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.54121630000000,0.07750000000000,6.03020000000000,1,Hardware: Independent Flip,8.16310000000000,8.16310000000000,6.37120000000000,0.00000000000000,1.79190000000000,6.36210000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.54748530000000,0.07890000000000,6.26900000000000,1,Hardware: Independent Flip,8.03500000000000,8.03500000000000,6.14090000000000,0.00000000000000,1.89410000000000,6.12890000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.55443250000000,0.10760000000000,6.94720000000000,1,Hardware: Independent Flip,7.32270000000000,7.32270000000000,6.23490000000000,0.00000000000000,1.08780000000000,6.22570000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.56055610000000,0.07490000000000,6.12360000000000,1,Hardware: Independent Flip,7.53910000000000,7.53910000000000,6.34000000000000,0.00000000000000,1.19910000000000,6.33080000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.56667510000000,0.09770000000000,6.11900000000000,1,Hardware: Independent Flip,7.60090000000000,7.60090000000000,6.18080000000000,0.00000000000000,1.42010000000000,6.17180000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.57292180000000,0.07940000000000,6.24670000000000,1,Hardware: Independent Flip,7.53900000000000,7.53900000000000,6.18480000000000,0.00000000000000,1.35420000000000,6.17500000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.57885680000000,0.08370000000000,5.93500000000000,1,Hardware: Independent Flip,7.70290000000000,7.70290000000000,6.09890000000000,0.00000000000000,1.60400000000000,6.08830000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.58550000000000,0.07800000000000,6.64320000000000,1,Hardware: Independent Flip,7.18520000000000,7.18520000000000,6.12550000000000,0.00000000000000,1.05970000000000,6.11370000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.59193090000000,0.08180000000000,6.43090000000000,1,Hardware: Independent Flip,6.82250000000000,6.82250000000000,6.06820000000000,0.00000000000000,0.75430000000000,6.05720000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.59842880000000,0.07540000000000,6.49790000000000,1,Hardware: Independent Flip,6.50990000000000,6.50990000000000,6.18530000000000,0.00000000000000,0.32460000000000,6.17490000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.60464150000000,0.07560000000000,6.21270000000000,1,Hardware: Independent Flip,6.52220000000000,6.52220000000000,6.22500000000000,0.00000000000000,0.29720000000000,6.21290000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.61086220000000,0.07940000000000,6.22070000000000,1,Hardware: Independent Flip,6.40360000000000,6.40360000000000,6.10210000000000,0.00000000000000,0.30150000000000,6.09180000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.61684010000000,0.07450000000000,5.97790000000000,1,Hardware: Independent Flip,6.82770000000000,6.82770000000000,6.40200000000000,0.00000000000000,0.42570000000000,6.39170000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.62340370000000,0.08460000000000,6.56360000000000,1,Hardware: Independent Flip,6.47230000000000,6.47230000000000,6.20820000000000,0.00000000000000,0.26410000000000,6.19180000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.62889330000000,0.07650000000000,5.48960000000000,1,Hardware: Independent Flip,7.06740000000000,7.06740000000000,6.08470000000000,0.00000000000000,0.98270000000000,6.07530000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.63518680000000,0.07820000000000,6.29350000000000,1,Hardware: Independent Flip,7.04830000000000,7.04830000000000,6.27440000000000,0.00000000000000,0.77390000000000,6.26560000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.64096170000000,0.07910000000000,5.77490000000000,1,Hardware: Independent Flip,7.52210000000000,7.52210000000000,6.24870000000000,0.00000000000000,1.27340000000000,6.23640000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.64769120000000,0.07900000000000,6.72950000000000,1,Hardware: Independent Flip,6.88160000000000,6.88160000000000,6.08900000000000,0.00000000000000,0.79260000000000,6.07910000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.65644060000000,0.08170000000000,8.74940000000000,1,Hardware: Independent Flip,5.05800000000000,5.05800000000000,6.92580000000000,0.00000000000000,-1.86780000000000,6.17010000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.65945200000000,0.07750000000000,3.01140000000000,1,Hardware: Independent Flip,8.16940000000000,8.16940000000000,6.12280000000000,0.00000000000000,2.04660000000000,6.11350000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.66598100000000,0.08100000000000,6.52900000000000,1,Hardware: Independent Flip,7.71730000000000,7.71730000000000,6.07690000000000,0.00000000000000,1.64040000000000,6.06790000000000,0.00000000000000
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,0,2.67151150000000,0.07400000000000,5.53050000000000,1,Hardware: Independent Flip,8.34680000000000,8.34680000000000,6.16000000000000,0.00000000000000,2.18680000000000,6.15160000000000,0.00000000000000
